City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
548,Celestun,MX,83.77,overcast clouds,20.8667,-90.4,Posada Lilia
549,Pakokku,MM,85.53,clear sky,21.3333,95.1,Royal Palace Motel
550,Tuy Hoa,VN,79.68,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
551,Basco,PH,84.13,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
553,Oranjestad,AW,87.75,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
554,Pontalina,BR,84.49,broken clouds,-17.525,-49.4472,Hotel Entre Rios
556,Pinawa,CA,72.88,overcast clouds,50.1489,-95.8811,Pinawa Motel
559,Filadelfia,US,78.82,few clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
562,Guarapari,BR,77.9,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
563,Selma,US,77.02,broken clouds,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
565,Muros,ES,75.09,clear sky,42.7762,-9.0603,Apartment Av. Castelao
574,Soyo,AO,73.81,clear sky,-6.1349,12.3689,Hotel Mpampa
577,Labuhan,ID,79.34,scattered clouds,-6.8844,112.2051,DoubleFAG
578,Clarksdale,US,79.92,clear sky,34.2001,-90.5709,Americas Best Value Inn & Suites Clarksdale
579,Jalu,LY,94.15,clear sky,29.0331,21.5482,صاحبة الفخامة
582,Pierre,US,85.28,overcast clouds,44.3683,-100.351,Ramkota Hotel
588,Gamba,GA,72.77,few clouds,-2.65,10.0,
595,Pemangkat,ID,79.45,overcast clouds,1.1667,108.9667,Ramah Kost KITA
599,Sao Felix Do Xingu,BR,84.6,broken clouds,-6.6447,-51.995,Rio Xingu Camping
603,Awbari,LY,86.05,clear sky,26.5921,12.7805,فندق أوباري
606,Manavalakurichi,IN,79.45,overcast clouds,8.1333,77.3,Jebinrio home
609,Marzuq,YE,79.3,clear sky,14.4,46.4667,
611,Pasighat,IN,73.24,scattered clouds,28.0667,95.3333,Siang Guest House
613,Yarada,IN,86.32,mist,17.65,83.2667,Yarada Jungle Beach Resorts
616,Kieta,PG,78.82,light rain,-6.2167,155.6333,Uruna Bay Retreat
617,Namatanai,PG,77.79,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
619,Alice Town,BS,80.83,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
620,Mayo,US,79.66,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
622,Mahonda,TZ,80.71,clear sky,-6.45,39.4667,Karamba Resort
623,Mizdah,LY,78.82,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
625,Leavenworth,US,82.6,overcast clouds,39.2333,-95.0336,Suncatcher Lake RV Park
626,Axim,GH,79.45,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
627,Tezu,IN,71.22,scattered clouds,27.9167,96.1667,Circuit House
630,Akyab,MM,81.93,overcast clouds,20.15,92.9,Hotel Memory
633,Lamu,KE,80.82,scattered clouds,-2.2717,40.902,Lamu House
634,Kenora,CA,72.57,broken clouds,49.8167,-94.4337,Maynard Lake Lodge
636,Auki,SB,75.99,overcast clouds,-8.7676,160.7034,Auki Motel
639,Propria,BR,78.91,light rain,-10.2111,-36.8403,Pousada e Restaurante Manah
642,Bani,DO,85.86,clear sky,18.2833,-70.3333,Hospedaje Henriquez
643,Ewa Beach,US,80.55,few clouds,21.3156,-158.0072,Base Lodging
645,Sarangarh,IN,92.66,broken clouds,21.6,83.0833,Svidha kendra
646,Puerto Maldonado,PE,88.2,scattered clouds,-12.6,-69.1833,Wasai Hotel
647,Mongo,TD,89.69,clear sky,12.1844,18.693,Résidences du Programme FIDA
648,Moissala,TD,80.42,overcast clouds,8.3404,17.7663,
650,San Rafael Del Sur,NI,88.77,few clouds,11.8485,-86.4384,Hospedaje El Chino
652,Las Juntas,MX,91.35,few clouds,19.4167,-104.7,La casa de la Riata
654,Itainopolis,BR,88.99,overcast clouds,-7.4469,-41.4783,Pousada Posto Club Frank Aguiar
655,Abha,SA,73.22,clear sky,18.2164,42.5053,Abha Hotel
656,Presidente Medici,BR,88.52,broken clouds,-11.1753,-61.9014,Oliveira Palace Hotel
657,Palmas,BR,91.27,clear sky,-10.2128,-48.3603,Hotel Lago da Palma
658,Ixtapa,MX,92.41,broken clouds,20.7,-105.2,hotel la terminal
661,Creve Coeur,US,80.42,scattered clouds,38.6609,-90.4226,Courtyard by Marriott St. Louis Creve Coeur
662,Faya,SA,73.51,clear sky,18.3851,42.4509,املاك خالد الشعشوع
664,Lar,IN,92.05,broken clouds,26.2039,83.9717,Ovaiskarni ward Lar
665,Puerto Escondido,MX,81.18,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
666,Buritizeiro,BR,83.5,overcast clouds,-17.3511,-44.9622,Santos Palace Hotel
667,Fayaoue,NC,77.68,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
668,Camargo,MX,93.88,few clouds,27.6667,-105.1667,Hotel Santa Fe
669,Gondanglegi,ID,74.44,few clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
672,Angoche,MZ,74.48,clear sky,-16.2325,39.9086,Guest House HESADA
674,Praia,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
678,Carbondale,US,76.05,few clouds,37.7273,-89.2168,Best Western Saluki Inn
680,Dhidhdhoo,MV,81.86,overcast clouds,6.8833,73.1,Dhidhoo beach
683,Gonaives,HT,87.87,overcast clouds,19.45,-72.6833,Vertières Doux Séjour
684,Barra Do Garcas,BR,91.98,few clouds,-15.89,-52.2567,Pousada Tropical
685,Bilma,NE,94.98,clear sky,18.6853,12.9164,Expeditions Ténére voyages
688,Tarakan,ID,76.5,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
689,San Jose,US,74.89,broken clouds,37.3394,-121.895,The Westin San Jose
691,Alanya,TR,77.13,clear sky,36.5438,31.9998,Panorama Hotel
692,Totolapa,MX,92.35,overcast clouds,18.5167,-96.1833,RANCHO LOS ZURITA
694,Pochutla,MX,78.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
696,Vaini,TO,77.16,broken clouds,-21.2,-175.2,Keleti Beach Resort
697,Sao Filipe,CV,73.63,scattered clouds,14.8961,-24.4956,Hotel Xaguate
702,Dakar,SN,85.08,scattered clouds,14.6937,-17.4441,Novotel Dakar
703,Marsa Matruh,EG,76.17,clear sky,31.3525,27.2453,Beau Site
704,Ternate,ID,77.13,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
705,Georgetown,MY,82.33,few clouds,5.4112,100.3354,Cititel Penang
707,Trincomalee,LK,81.18,few clouds,8.5711,81.2335,Welcombe Hotel
708,Lorengau,PG,78.78,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
710,Puerto Ayora,EC,78.76,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
713,Touros,BR,81.21,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
716,Formosa Do Rio Preto,BR,87.96,clear sky,-11.0483,-45.1931,Porto Center Hotel
717,Coahuayana,MX,92.07,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
718,Albany,US,75.88,overcast clouds,42.6001,-73.9662,
721,Quatre Cocos,MU,75.31,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
722,Faanui,PF,80.94,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
725,Salinopolis,BR,80.89,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
726,Dom Pedro,BR,88.16,scattered clouds,-4.4833,-44.45,Pousada Santa Amália
730,Grand Gaube,MU,75.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
731,Nicoya,CR,86.25,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
733,Meulaboh,ID,75.76,overcast clouds,4.1363,96.1285,Kost Pria
734,Pau Brasil,BR,81.41,broken clouds,-15.4642,-39.6511,Tina Hotel
735,Alofi,NU,75.09,overcast clouds,-19.0595,-169.9187,Taloa Heights
739,Bengkulu,ID,74.75,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
740,Rikitea,PF,76.08,clear sky,-23.1203,-134.9692,People ThankYou
745,Mayumba,GA,72.75,clear sky,-3.432,10.6554,LIKWALE LODGE
746,Atuona,PF,78.01,light rain,-9.8,-139.0333,Villa Enata
747,Butaritari,KI,81.5,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
751,Kapaa,US,78.12,overcast clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
753,Buala,SB,78.17,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
756,Kirakira,SB,79.3,overcast clouds,-10.4544,161.9205,SanBiz Lodge
757,Arrecife,ES,73.38,scattered clouds,28.963,-13.5477,Hotel Lancelot
760,Edd,ER,88.7,scattered clouds,13.9297,41.6925,
764,Qena,EG,90.66,clear sky,26.1615,32.7183,"Grand hotel ""Quena"""
766,Parambu,BR,78.17,overcast clouds,-6.2111,-40.6944,Recanto das Amoras
768,Nizwa,OM,91.36,clear sky,22.9333,57.5333,Orient Apartments
773,Cururupu,BR,81.18,light rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
779,Adrar,MR,94.95,broken clouds,20.5022,-10.0711,
782,Sao Miguel Do Araguaia,BR,90.3,clear sky,-13.275,-50.1628,Hotel Executivo Palace
785,Tabou,CI,79.65,few clouds,4.423,-7.3528,hotêl doufoulougou
793,Dong Hoi,VN,79.61,broken clouds,17.4833,106.6,Nam Long Hotel
796,Buraydah,SA,93.65,clear sky,26.326,43.975,Mövenpick Qassim
798,Key West,US,87.01,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
803,Calabar,NG,74.73,broken clouds,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
807,Kollam,IN,78.55,broken clouds,8.8833,76.6,The Raviz Ashtamudi
808,Lazaro Cardenas,MX,86.43,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
810,Waingapu,ID,76.12,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
813,Catole Do Rocha,BR,77.67,overcast clouds,-6.3439,-37.7467,"Berço da Civilização Ocidental, da Filosofia, Dramturgia e da Democracia. Epicentro da Terra, Origem de Toda a Cultura Asteca, Inca, Maia, Pigmeu"
819,Omboue,GA,73.67,clear sky,-1.5746,9.2618,Hotel Olako
821,Kanigoro,ID,73.02,few clouds,-8.13,112.219,Musafer Villa ( Villa Erlin )
823,Kumluca,TR,79.38,broken clouds,36.3703,30.2869,Akkol Apart
825,Charagua,BO,71.17,broken clouds,-19.8,-63.2167,Hotel
826,Gunjur,GM,84.27,few clouds,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
828,El Salto,MX,92.17,clear sky,20.3333,-104.5,ramirez
832,Nouadhibou,MR,73.38,clear sky,20.931,-17.0347,El Medina
833,Arraial Do Cabo,BR,80.46,clear sky,-22.9661,-42.0278,Pousada Porto Praia
834,Magadi,IN,75.36,few clouds,12.9667,77.2333,Gobi centre
837,Hilo,US,81.28,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
842,Picos,BR,86.7,scattered clouds,-7.0769,-41.4669,Entre Rios Hotel
844,San Fernando,PH,82.13,overcast clouds,15.0286,120.6898,Maharlika Hostel
845,Sao Joao Da Barra,BR,80.69,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
851,Pitimbu,BR,79.39,light rain,-7.4706,-34.8086,Reserva do Abiaí
855,Muscat,OM,89.67,clear sky,23.6139,58.5922,Mutrah Hotel
856,Surt,LY,71.4,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
857,Bathsheba,BB,86.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
858,Hithadhoo,MV,84.38,broken clouds,-0.6,73.0833,Scoop Guest House
859,Matamoros,MX,93.74,clear sky,25.5333,-103.25,Quinta Belem
863,Mitsamiouli,KM,78.85,scattered clouds,-11.3847,43.2844,Foyer ADM
865,Avarua,CK,78.85,few clouds,-21.2078,-159.775,Paradise Inn
868,Karratha,AU,75.02,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
870,Kendari,ID,75.27,overcast clouds,-3.945,122.4989,Hotel Wixel
872,Inhambane,MZ,71.58,few clouds,-23.865,35.3833,Oceano
873,Lae,PG,75.42,few clouds,-6.7221,146.9847,Phils Hotel
876,Piacabucu,BR,79.18,light rain,-10.4056,-36.4344,Piaçabuçu News
877,Touho,NC,73.22,clear sky,-20.7833,165.2333,Auberge Timay Evasion
879,Loveland,US,83.43,clear sky,40.3978,-105.075,La Quinta Inn & Suites by Wyndham Loveland
880,Bouillante,GP,83.43,overcast clouds,16.1304,-61.7692,Gîtes Dardanelle
881,Bud,US,74.91,clear sky,39.447,-86.1758,Ted McQuinn Trust
885,Itoman,JP,79.57,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
887,Merauke,ID,75.4,clear sky,-8.4667,140.3333,
888,Lincoln,US,86.86,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
889,Sur,OM,87.46,clear sky,22.5667,59.5289,Sur Plaza Hotel
